Applicant_ID,default_status
Apcnt_1000032,0.32705690419480427
Apcnt_1000048,0.45372917852523903
Apcnt_1000052,0.38407601423714477
Apcnt_1000076,0.7674395901831912
Apcnt_1000080,0.18097939461319143
Apcnt_1000084,0.3800379147814703
Apcnt_1000104,0.39894195076946537
Apcnt_1000116,0.6212990105929918
Apcnt_1000128,0.39972397872438353
Apcnt_1000156,0.30480121492785195
Apcnt_1000192,0.11129683600264119
Apcnt_1000208,0.022773920153698182
Apcnt_1000264,0.5934532664277025
Apcnt_1000288,0.04172042930499634
Apcnt_1000292,0.49192537477356935
Apcnt_1000328,0.6859427281325573
Apcnt_1000336,0.3606347752329828
Apcnt_1000356,0.07776437644856087
Apcnt_1000368,0.1201579072403571
Apcnt_1000372,0.7670172636023588
Apcnt_1000392,0.07170215931472744
Apcnt_1000396,0.08922565261353158
Apcnt_1000400,0.05635607441019734
Apcnt_1000416,0.29103601665994444
Apcnt_1000428,0.025964458276502855
Apcnt_1000440,0.036028637763288206
Apcnt_1000456,0.5189960743194085
Apcnt_1000472,0.05283048118999351
Apcnt_1000488,0.1435125613108622
Apcnt_1000492,0.08124944763722508
Apcnt_1000504,0.6856696291633984
Apcnt_1000516,0.3126974439209805
Apcnt_1000532,0.09370212838040862
Apcnt_1000552,0.24385444510476417
Apcnt_1000564,0.37087332244160637
Apcnt_1000576,0.7185721355000112
Apcnt_1000596,0.087866209798851
Apcnt_1000620,0.10831007894778356
Apcnt_1000624,0.018150598445175015
Apcnt_1000636,0.006114280571520715
Apcnt_1000648,0.03437773842498178
Apcnt_1000668,0.03624269919143383
Apcnt_1000680,0.12391221503940918
Apcnt_1000696,0.04590872926622876
Apcnt_1000704,0.4756951467010985
Apcnt_1000724,0.045220098649525094
Apcnt_1000740,0.29411970381723074
Apcnt_1000744,0.013854646263071873
Apcnt_1000756,0.03172053993814792
Apcnt_1000768,0.006202159300095388
Apcnt_1000784,0.0036308089902902722
Apcnt_1000796,0.0054994502335569476
Apcnt_1000808,0.0032341145487474257
Apcnt_1000816,0.02044154572635914
Apcnt_1000820,0.006077796975445597
Apcnt_1000824,0.0679132559572394
Apcnt_1000856,0.6433107502185912
Apcnt_1000872,0.6623158437559287
Apcnt_1000880,0.07695220437924304
Apcnt_1000904,0.26218361905260995
Apcnt_1000912,0.6484455658539473
Apcnt_1000920,0.717551796037459
Apcnt_1000952,0.06549549447575584
Apcnt_1000960,0.09905400644330487
Apcnt_1000964,0.19722390708704268
Apcnt_1000968,0.01912170047620823
Apcnt_1000976,0.7274465695387514
Apcnt_1000984,0.5630163017882894
Apcnt_1000992,0.22860356407124074
Apcnt_1000996,0.5165783579440906
Apcnt_1001000,0.17511082493855357
Apcnt_1001008,0.0888450903273445
Apcnt_1001028,0.022940138934310364
Apcnt_1001032,0.5476848102711661
Apcnt_1001036,0.6778899502784512
Apcnt_1001040,0.5842985339675888
Apcnt_1001048,0.6150226296002541
Apcnt_1001052,0.03240499643052129
Apcnt_1001068,0.7993765406540967
Apcnt_1001076,0.13735619819066852
Apcnt_1001080,0.17995417960284202
Apcnt_1001092,0.103682910734949
Apcnt_1001120,0.7058092049332756
Apcnt_1001144,0.6909592943968673
Apcnt_1001148,0.1718090013710753
Apcnt_1001168,0.17096454304840825
Apcnt_1001176,0.773257997962897
Apcnt_1001200,0.1530894099311062
Apcnt_1001224,0.4137950682806693
Apcnt_1001228,0.551737777449204
Apcnt_1001236,0.033991179495296286
Apcnt_1001244,0.2799331480654296
Apcnt_1001248,0.01977567269665021
Apcnt_1001256,0.29094242648642626
Apcnt_1001260,0.17398421134236924
Apcnt_1001264,0.00773157240128489
Apcnt_1001288,0.03729669288892126
Apcnt_1001292,0.08748930126278806
Apcnt_1001296,0.05563921105988701
Apcnt_1001304,0.2675897428089335
Apcnt_1001308,0.11980152883371255
Apcnt_1001316,0.15081320716056812
Apcnt_1001320,0.3747078293139358
Apcnt_1001352,0.46695762902756105
Apcnt_1001360,0.3777686546527489
Apcnt_1001376,0.8021796138338698
Apcnt_1001384,0.057813536315119075
Apcnt_1001388,0.48919992794924466
Apcnt_1001400,0.8101146395327923
Apcnt_1001416,0.5850400561250925
Apcnt_1001436,0.6957748489458079
Apcnt_1001452,0.39270246422275756
Apcnt_1001456,0.044272044387141475
Apcnt_1001468,0.6983127348365282
Apcnt_1001480,0.14983661527272246
Apcnt_1001488,0.3112069628220851
Apcnt_1001508,0.5272678518391127
Apcnt_1001512,0.03500787987672016
Apcnt_1001516,0.5156094678720994
Apcnt_1001528,0.4194173552590694
Apcnt_1001532,0.19003560699368632
Apcnt_1001548,0.009359660528641725
Apcnt_1001552,0.006697755305040053
Apcnt_1001572,0.21533693338162352
Apcnt_1001580,0.016739055749358054
Apcnt_1001584,0.03958809089582146
Apcnt_1001624,0.08520416570130038
Apcnt_1001632,0.027402969579088794
Apcnt_1001668,0.04165001070572078
Apcnt_1001692,0.04166433880134944
Apcnt_1001700,0.014856917595669044
Apcnt_1001708,0.09700549551156487
Apcnt_1001716,0.04646383744401537
Apcnt_1001732,0.03774482936412088
Apcnt_1001752,0.5335940549653096
Apcnt_1001760,0.025517064616437577
Apcnt_1001764,0.01880229307069161
Apcnt_1001776,0.33272986580900454
Apcnt_1001780,0.2833990627260662
Apcnt_1001788,0.7684168068799296
Apcnt_1001792,0.0341323334814203
Apcnt_1001800,0.11880014874407403
Apcnt_1001820,0.27500209117220586
Apcnt_1001828,0.6693231414217428
Apcnt_1001836,0.0726999099333362
Apcnt_1001844,0.4807394414652634
Apcnt_1001848,0.2084780185956484
Apcnt_1001860,0.3732710042024595
Apcnt_1001880,0.34789656968808835
Apcnt_1001888,0.4722031795755633
Apcnt_1001900,0.27876041580267535
Apcnt_1001908,0.6317424100767632
Apcnt_1001936,0.36093194547580515
Apcnt_1001940,0.20957724988708773
Apcnt_1001960,0.3776004581443073
Apcnt_1001988,0.6374416145618648
Apcnt_1002000,0.10293094160491444
Apcnt_1002020,0.23053953703074936
Apcnt_1002024,0.6351872320311737
Apcnt_1002028,0.36732210293695106
Apcnt_1002032,0.36528506299471736
Apcnt_1002044,0.15974038245534208
Apcnt_1002052,0.2147029680008662
Apcnt_1002056,0.013734111196029313
Apcnt_1002080,0.019228380708662732
Apcnt_1002084,0.10627257870435458
Apcnt_1002096,0.14065014076033422
Apcnt_1002112,0.00446768153300166
Apcnt_1002124,0.0736729472692951
Apcnt_1002140,0.038921187104142274
Apcnt_1002152,0.18182461014205828
Apcnt_1002156,0.027155770343427792
Apcnt_1002168,0.10436852945376289
Apcnt_1002176,0.5902530494497499
Apcnt_1002200,0.025071080051206986
Apcnt_1002228,0.47497113524491136
Apcnt_1002252,0.45995398988960023
Apcnt_1002268,0.6178790509594339
Apcnt_1002272,0.6007355208985502
Apcnt_1002276,0.9035359931365232
Apcnt_1002288,0.06653124237942006
Apcnt_1002304,0.7927967641979149
Apcnt_1002312,0.41069588108331634
Apcnt_1002320,0.2887439997615198
Apcnt_1002324,0.18469850104670282
Apcnt_1002336,0.24579800914289926
Apcnt_1002368,0.3605275363019267
Apcnt_1002384,0.0472369655616646
Apcnt_1002388,0.2756801971390581
Apcnt_1002400,0.0963407375617809
Apcnt_1002404,0.3704933325928419
Apcnt_1002412,0.5609686349535643
Apcnt_1002420,0.014951555491140257
Apcnt_1002424,0.10517157756052317
Apcnt_1002432,0.11051529418586772
Apcnt_1002444,0.3021291480279266
Apcnt_1002456,0.0066294485512779725
Apcnt_1002468,0.00681536596726858
Apcnt_1002472,0.012125827532546289
Apcnt_1002484,0.033949305939225155
Apcnt_1002536,0.27703016919667034
