Applicant_ID,default_status
Apcnt_1000032,0.32236320778345057
Apcnt_1000048,0.4445988338095817
Apcnt_1000052,0.3804606293325265
Apcnt_1000076,0.7664568658756387
Apcnt_1000080,0.1783488464687388
Apcnt_1000084,0.3854910684807915
Apcnt_1000104,0.3979776866004722
Apcnt_1000116,0.6498092738353194
Apcnt_1000128,0.3880354299510515
Apcnt_1000156,0.33624855047425295
Apcnt_1000192,0.1114999274377095
Apcnt_1000208,0.021412196180766473
Apcnt_1000264,0.6040419796440529
Apcnt_1000288,0.04232330988116564
Apcnt_1000292,0.49879160891280505
Apcnt_1000328,0.6981913132697175
Apcnt_1000336,0.3450219639508384
Apcnt_1000356,0.0789403205484799
Apcnt_1000368,0.12801300887063255
Apcnt_1000372,0.7564327813111571
Apcnt_1000392,0.07214113039220729
Apcnt_1000396,0.09047578093576628
Apcnt_1000400,0.05754946162599131
Apcnt_1000416,0.2891303625239086
Apcnt_1000428,0.02549190141347422
Apcnt_1000440,0.03849087382817155
Apcnt_1000456,0.5193364139051431
Apcnt_1000472,0.049437753394127176
Apcnt_1000488,0.144735430926103
Apcnt_1000492,0.08389688702662278
Apcnt_1000504,0.6922030370832081
Apcnt_1000516,0.3102549792686964
Apcnt_1000532,0.08882976136274445
Apcnt_1000552,0.24007813344819498
Apcnt_1000564,0.37810550214170396
Apcnt_1000576,0.7204000813336415
Apcnt_1000596,0.09422753252517899
Apcnt_1000620,0.11563210654457576
Apcnt_1000624,0.017502305129827356
Apcnt_1000636,0.005652025098053725
Apcnt_1000648,0.03382937377105232
Apcnt_1000668,0.034225959908869306
Apcnt_1000680,0.12562367062488514
Apcnt_1000696,0.04660762047158675
Apcnt_1000704,0.508587348068042
Apcnt_1000724,0.04572331676651162
Apcnt_1000740,0.27555191655955696
Apcnt_1000744,0.014611663788128275
Apcnt_1000756,0.03154548802623047
Apcnt_1000768,0.0059382526819605815
Apcnt_1000784,0.003662870175044425
Apcnt_1000796,0.005345064163589167
Apcnt_1000808,0.003256361103806035
Apcnt_1000816,0.018276565177586867
Apcnt_1000820,0.0061115589219201336
Apcnt_1000824,0.07146508291997593
Apcnt_1000856,0.5914151488278414
Apcnt_1000872,0.6933904938068927
Apcnt_1000880,0.08089286325338588
Apcnt_1000904,0.2454631932596112
Apcnt_1000912,0.6684967105571534
Apcnt_1000920,0.7190931221428589
Apcnt_1000952,0.06604511316439365
Apcnt_1000960,0.10478499159505814
Apcnt_1000964,0.1874920068270269
Apcnt_1000968,0.019492487915182898
Apcnt_1000976,0.7058732985977592
Apcnt_1000984,0.5728625283406978
Apcnt_1000992,0.22323173907295787
Apcnt_1000996,0.49331721450304095
Apcnt_1001000,0.17660089910022825
Apcnt_1001008,0.08919010428810942
Apcnt_1001028,0.02288074960951551
Apcnt_1001032,0.5171318766953245
Apcnt_1001036,0.6649515672185113
Apcnt_1001040,0.5810370894977374
Apcnt_1001048,0.5957897231817086
Apcnt_1001052,0.03383407665872506
Apcnt_1001068,0.794828744005309
Apcnt_1001076,0.1471788154289181
Apcnt_1001080,0.17897932530061453
Apcnt_1001092,0.10120854971226113
Apcnt_1001120,0.719927110326543
Apcnt_1001144,0.6664233128655455
Apcnt_1001148,0.17351686438139227
Apcnt_1001168,0.18010498018278878
Apcnt_1001176,0.777407932594912
Apcnt_1001200,0.15477749056735832
Apcnt_1001224,0.39992657296865064
Apcnt_1001228,0.5632388846327594
Apcnt_1001236,0.0328536145836618
Apcnt_1001244,0.2794561941808265
Apcnt_1001248,0.019106712513038554
Apcnt_1001256,0.27779356460171534
Apcnt_1001260,0.17498595888167318
Apcnt_1001264,0.008402933267871157
Apcnt_1001288,0.03651188534443402
Apcnt_1001292,0.09587944476112241
Apcnt_1001296,0.0565424367636943
Apcnt_1001304,0.27463605282334896
Apcnt_1001308,0.1195577789964487
Apcnt_1001316,0.1483717181913177
Apcnt_1001320,0.3683029644979464
Apcnt_1001352,0.43791723917540365
Apcnt_1001360,0.4128808191819354
Apcnt_1001376,0.8081676273047023
Apcnt_1001384,0.05759365058551844
Apcnt_1001388,0.49784457243453134
Apcnt_1001400,0.8377950307389723
Apcnt_1001416,0.5770357637341692
Apcnt_1001436,0.6760598226289837
Apcnt_1001452,0.3893886253123549
Apcnt_1001456,0.04867813569347469
Apcnt_1001468,0.6984459304503788
Apcnt_1001480,0.15131240269309182
Apcnt_1001488,0.3212734293432854
Apcnt_1001508,0.5261920238033561
Apcnt_1001512,0.03460492368162705
Apcnt_1001516,0.5046752012946605
Apcnt_1001528,0.4203007224686253
Apcnt_1001532,0.1992521641451891
Apcnt_1001548,0.009469617440401158
Apcnt_1001552,0.007042247973377673
Apcnt_1001572,0.21649580277442015
Apcnt_1001580,0.015853710693844204
Apcnt_1001584,0.0428846381282333
Apcnt_1001624,0.08485250404958941
Apcnt_1001632,0.027292016285691445
Apcnt_1001668,0.04296154984157219
Apcnt_1001692,0.04395244461429054
Apcnt_1001700,0.01505838349121655
Apcnt_1001708,0.09732537227048116
Apcnt_1001716,0.04539336014287405
Apcnt_1001732,0.038770117802228735
Apcnt_1001752,0.5531465131106432
Apcnt_1001760,0.026208872284512758
Apcnt_1001764,0.019698436831578996
Apcnt_1001776,0.30835076092562624
Apcnt_1001780,0.28567427745807317
Apcnt_1001788,0.7619983136280597
Apcnt_1001792,0.035775524643695475
Apcnt_1001800,0.11847816147072453
Apcnt_1001820,0.256134313413539
Apcnt_1001828,0.6603707644786914
Apcnt_1001836,0.0734126140611295
Apcnt_1001844,0.47423403412258364
Apcnt_1001848,0.20741173243639907
Apcnt_1001860,0.3530561339671478
Apcnt_1001880,0.31121903673982215
Apcnt_1001888,0.4590877309621622
Apcnt_1001900,0.27371659303999357
Apcnt_1001908,0.5884669409621471
Apcnt_1001936,0.3427960751910924
Apcnt_1001940,0.21198937827754274
Apcnt_1001960,0.37190480107188534
Apcnt_1001988,0.6368669584954335
Apcnt_1002000,0.11129955721551646
Apcnt_1002020,0.2455567312075312
Apcnt_1002024,0.6668652943702623
Apcnt_1002028,0.4009594721790061
Apcnt_1002032,0.3389335844949097
Apcnt_1002044,0.15479873411169615
Apcnt_1002052,0.1972007443760127
Apcnt_1002056,0.014657836991292417
Apcnt_1002080,0.019010128403832687
Apcnt_1002084,0.1033728248896631
Apcnt_1002096,0.13160608885694733
Apcnt_1002112,0.0046724622852993575
Apcnt_1002124,0.08563610134766583
Apcnt_1002140,0.037965733315394275
Apcnt_1002152,0.1805545950345269
Apcnt_1002156,0.02836971912249915
Apcnt_1002168,0.09973637618935731
Apcnt_1002176,0.6065711993789229
Apcnt_1002200,0.02566875870113753
Apcnt_1002228,0.48726471389117015
Apcnt_1002252,0.4887439601615841
Apcnt_1002268,0.5779529828448301
Apcnt_1002272,0.5989676526169498
Apcnt_1002276,0.9202254316767617
Apcnt_1002288,0.06820030194383925
Apcnt_1002304,0.7724309177588322
Apcnt_1002312,0.4636234532314392
Apcnt_1002320,0.31412936749385256
Apcnt_1002324,0.1769368366074398
Apcnt_1002336,0.26169994419761033
Apcnt_1002368,0.34505240245300905
Apcnt_1002384,0.0502433173529017
Apcnt_1002388,0.27103555653329087
Apcnt_1002400,0.09256622157832678
Apcnt_1002404,0.3684623857565634
Apcnt_1002412,0.5654278536356233
Apcnt_1002420,0.013187627302430874
Apcnt_1002424,0.1010221481796883
Apcnt_1002432,0.10173483744469428
Apcnt_1002444,0.28996632102807646
Apcnt_1002456,0.006049419413780438
Apcnt_1002468,0.0061327132731649825
Apcnt_1002472,0.011077036947171132
Apcnt_1002484,0.03364377503336069
Apcnt_1002536,0.282194512180891
Apcnt_1002568,0.2187532014401477
Apcnt_1002576,0.2620123698114294
Apcnt_1002580,0.029665513615627526
Apcnt_1002604,0.30069994017049234
Apcnt_1002612,0.4394612167706409
Apcnt_1002616,0.42802921278563927
Apcnt_1002624,0.03448281232009551
Apcnt_1002632,0.13365351645126294
Apcnt_1002636,0.7545613876836392
Apcnt_1002644,0.42935188354797993
Apcnt_1002656,0.26800329867035294
