Applicant_ID,0
Apcnt_1000032,0.43185556
Apcnt_1000048,0.7204834
Apcnt_1000052,0.61444104
Apcnt_1000076,0.22336906
Apcnt_1000080,0.8865957
Apcnt_1000084,0.69169044
Apcnt_1000104,0.60608244
Apcnt_1000116,0.365565
Apcnt_1000128,0.6370009
Apcnt_1000156,0.72257954
Apcnt_1000192,0.88192385
Apcnt_1000208,0.9729862
Apcnt_1000264,0.46710932
Apcnt_1000288,0.96986955
Apcnt_1000292,0.527262
Apcnt_1000328,0.29903942
Apcnt_1000336,0.76928794
Apcnt_1000356,0.9414897
Apcnt_1000368,0.8514037
Apcnt_1000372,0.21706808
Apcnt_1000392,0.8711806
Apcnt_1000396,0.8971385
Apcnt_1000400,0.9159856
Apcnt_1000416,0.7080487
Apcnt_1000428,0.9830832
Apcnt_1000440,0.9516788
Apcnt_1000456,0.39341325
Apcnt_1000472,0.9503105
Apcnt_1000488,0.83134025
Apcnt_1000492,0.9129503
Apcnt_1000504,0.38749844
Apcnt_1000516,0.70360065
Apcnt_1000532,0.91266876
Apcnt_1000552,0.74383324
Apcnt_1000564,0.6074823
Apcnt_1000576,0.30056208
Apcnt_1000596,0.9517579
Apcnt_1000620,0.89806026
Apcnt_1000624,0.9702378
Apcnt_1000636,0.99686515
Apcnt_1000648,0.94773
Apcnt_1000668,0.96203166
Apcnt_1000680,0.88770235
Apcnt_1000696,0.9448333
Apcnt_1000704,0.5327158
Apcnt_1000724,0.96185553
Apcnt_1000740,0.77036375
Apcnt_1000744,0.9888228
Apcnt_1000756,0.9768373
Apcnt_1000768,0.9962116
Apcnt_1000784,0.9989848
Apcnt_1000796,0.9948053
Apcnt_1000808,0.999149
Apcnt_1000816,0.9484274
Apcnt_1000820,0.9957235
Apcnt_1000824,0.8925152
Apcnt_1000856,0.46860242
Apcnt_1000872,0.42551774
Apcnt_1000880,0.9302768
Apcnt_1000904,0.8104473
Apcnt_1000912,0.4228407
Apcnt_1000920,0.33040982
Apcnt_1000952,0.9370147
Apcnt_1000960,0.8366939
Apcnt_1000964,0.84900594
Apcnt_1000968,0.9947087
Apcnt_1000976,0.2858863
Apcnt_1000984,0.36831123
Apcnt_1000992,0.7938513
Apcnt_1000996,0.4333073
Apcnt_1001000,0.67694926
Apcnt_1001008,0.9323326
Apcnt_1001028,0.97080797
Apcnt_1001032,0.41577822
Apcnt_1001036,0.15151173
Apcnt_1001040,0.3618791
Apcnt_1001048,0.31029725
Apcnt_1001052,0.9770242
Apcnt_1001068,0.17144221
Apcnt_1001076,0.85285246
Apcnt_1001080,0.86779064
Apcnt_1001092,0.8901985
Apcnt_1001120,0.31817132
Apcnt_1001144,0.517892
Apcnt_1001148,0.842096
Apcnt_1001168,0.8609508
Apcnt_1001176,0.16033119
Apcnt_1001200,0.84451264
Apcnt_1001224,0.5805767
Apcnt_1001228,0.5475881
Apcnt_1001236,0.9025662
Apcnt_1001244,0.811584
Apcnt_1001248,0.98125243
Apcnt_1001256,0.7516309
Apcnt_1001260,0.8092769
Apcnt_1001264,0.9912703
Apcnt_1001288,0.9494937
Apcnt_1001292,0.95068055
Apcnt_1001296,0.92712426
Apcnt_1001304,0.6491997
Apcnt_1001308,0.89789873
Apcnt_1001316,0.929397
Apcnt_1001320,0.42119128
Apcnt_1001352,0.67344624
Apcnt_1001360,0.7138139
Apcnt_1001376,0.21165085
Apcnt_1001384,0.9148557
Apcnt_1001388,0.62339365
Apcnt_1001400,0.2487073
Apcnt_1001416,0.4613076
Apcnt_1001436,0.29374242
Apcnt_1001452,0.64113486
Apcnt_1001456,0.9592333
Apcnt_1001468,0.29401165
Apcnt_1001480,0.8574956
Apcnt_1001488,0.6152233
Apcnt_1001508,0.4086908
Apcnt_1001512,0.9388244
Apcnt_1001516,0.415191
Apcnt_1001528,0.5834228
Apcnt_1001532,0.8411528
Apcnt_1001548,0.9968215
Apcnt_1001552,0.9894955
Apcnt_1001572,0.8408741
Apcnt_1001580,0.9887654
Apcnt_1001584,0.9589313
Apcnt_1001624,0.94226974
Apcnt_1001632,0.9741798
Apcnt_1001668,0.9249474
Apcnt_1001692,0.97555697
Apcnt_1001700,0.979877
Apcnt_1001708,0.91111666
Apcnt_1001716,0.91892385
Apcnt_1001732,0.9460403
Apcnt_1001752,0.55657554
Apcnt_1001760,0.97965884
Apcnt_1001764,0.9777054
Apcnt_1001776,0.7033543
Apcnt_1001780,0.6508598
Apcnt_1001788,0.26733702
Apcnt_1001792,0.945582
Apcnt_1001800,0.87252915
Apcnt_1001820,0.72765154
Apcnt_1001828,0.3196339
Apcnt_1001836,0.93761265
Apcnt_1001844,0.6028776
Apcnt_1001848,0.77506715
Apcnt_1001860,0.52789927
Apcnt_1001880,0.7484622
Apcnt_1001888,0.49449915
Apcnt_1001900,0.7451478
Apcnt_1001908,0.4658726
Apcnt_1001936,0.535262
Apcnt_1001940,0.81218886
Apcnt_1001960,0.63811755
Apcnt_1001988,0.31015325
Apcnt_1002000,0.8929985
Apcnt_1002020,0.72649086
Apcnt_1002024,0.22844791
Apcnt_1002028,0.5884881
Apcnt_1002032,0.6699885
Apcnt_1002044,0.83748436
Apcnt_1002052,0.81634045
Apcnt_1002056,0.97047335
Apcnt_1002080,0.98820144
Apcnt_1002084,0.8594794
Apcnt_1002096,0.8881595
Apcnt_1002112,0.9993348
Apcnt_1002124,0.8906701
Apcnt_1002140,0.97936237
Apcnt_1002152,0.8177503
Apcnt_1002156,0.96870637
Apcnt_1002168,0.85010415
Apcnt_1002176,0.39841133
Apcnt_1002200,0.9818557
Apcnt_1002228,0.5915325
Apcnt_1002252,0.4421134
Apcnt_1002268,0.44327313
Apcnt_1002272,0.49895304
Apcnt_1002276,0.07641941
Apcnt_1002288,0.92500323
Apcnt_1002304,0.2828266
Apcnt_1002312,0.5734011
Apcnt_1002320,0.63591886
Apcnt_1002324,0.8293561
Apcnt_1002336,0.71820676
Apcnt_1002368,0.6420367
Apcnt_1002384,0.921538
Apcnt_1002388,0.6921658
Apcnt_1002400,0.88667613
Apcnt_1002404,0.7165792
Apcnt_1002412,0.46518803
Apcnt_1002420,0.9838936
Apcnt_1002424,0.88643825
Apcnt_1002432,0.9130692
